campaign_id,campaign_date,campaign_topic,customer_segment,audience_size,target_description,control_group_size,sent,opens,clicks,conversions,open_rate,click_rate,open_to_click_rate,conversion_rate
386,2025-07-07,Holiday Follow Up,Shopaholics 25-44,195184,Shopaholics 25-44,13543,181641,44394,21306,5815,24.44,11.73,47.99,3.2
387,2025-06-16,Brand Awareness,Shopaholics 25-44,153521,Shopaholics 25-44,13017,140504,36825,14708,5358,26.21,10.47,39.94,3.81
388,2025-07-06,Brand Awareness,Environment Advocates,147430,Environment Advocates,12096,135334,33318,6709,7817,24.62,4.96,20.14,5.78
389,2025-03-08,Loyalty Program,Women 25-34,165877,Women 25-34,8920,156957,38604,6725,6341,24.6,4.29,17.42,4.04
390,2024-03-01,Fitness Gear Promo,General Audience,100271,General Audience,8512,91759,26805,6202,768,29.21,6.76,23.14,0.84
391,2024-10-22,New Product Launch,Young Adults 20-30,142815,Young Adults 20-30,14130,128685,26985,4097,4497,20.97,3.18,15.18,3.49
392,2025-01-28,Seasonal Discount,General Audience,119597,General Audience,11426,108171,21211,7209,4248,19.61,6.66,33.99,3.93
393,2024-04-30,Fitness Gear Promo,Women 25-34,86445,Women 25-34,6618,79827,20041,3539,3952,25.11,4.43,17.66,4.95
394,2024-11-14,School Supplies Promo,General Audience,100450,General Audience,6209,94241,19734,8317,6401,20.94,8.83,42.15,6.79
395,2024-02-25,Major Shopping Event,Previous Customers,182891,Previous Customers,10069,172822,27070,11937,7939,15.66,6.91,44.1,4.59
396,2024-10-21,Brand Awareness,Environment Advocates,106090,Environment Advocates,6989,99101,25177,10917,4675,25.41,11.02,43.36,4.72
397,2024-08-29,New Product Launch,Seniors 55+,178237,Seniors 55+,16075,162162,47924,16862,10712,29.55,10.4,35.18,6.61
398,2025-06-29,Loyalty Program,Women 25-34,171008,Women 25-34,9087,161921,44381,12220,2771,27.41,7.55,27.53,1.71
399,2024-12-04,New Product Launch,Previous Customers,112512,Previous Customers,9891,102621,28342,6790,2006,27.62,6.62,23.96,1.96
400,2025-07-03,Loyalty Program,Young Adults 20-30,149523,Young Adults 20-30,13259,136264,33923,10491,6657,24.9,7.7,30.93,4.89
401,2024-04-07,Fitness Gear Promo,General Audience,83613,General Audience,5482,78131,12793,6304,2396,16.37,8.07,49.28,3.07
402,2024-06-13,Loyalty Program,Previous Customers,177705,Previous Customers,10012,167693,40971,10806,8580,24.43,6.44,26.37,5.12
403,2025-07-06,Major Shopping Event,Young Professionals 25-40,148678,Young Professionals 25-40,7541,141137,22112,12578,911,15.67,8.91,56.88,0.65
404,2025-02-10,Beta Testing Launch,Women 25-34,65174,Women 25-34,6391,58783,16155,5318,2695,27.48,9.05,32.92,4.59
405,2024-10-07,Seasonal Discount,Young Professionals 25-40,189980,Young Professionals 25-40,13370,176610,35555,20330,1401,20.13,11.51,57.18,0.79
406,2024-07-19,Fitness Gear Promo,Environment Advocates,194296,Environment Advocates,14444,179852,44614,19613,1775,24.81,10.91,43.96,0.99
407,2025-07-10,Major Shopping Event,Parents 30-50,84111,Parents 30-50,6864,77247,13214,2410,3456,17.11,3.12,18.24,4.47
408,2024-09-30,New Product Launch,Environment Advocates,120113,Environment Advocates,6287,113826,26477,9267,3489,23.26,8.14,35.0,3.07
409,2024-10-04,New Product Launch,Young Adults 20-30,172235,Young Adults 20-30,11006,161229,40729,13245,4234,25.26,8.22,32.52,2.63
410,2024-10-20,Holiday Sales Event,Young Professionals 25-40,58688,Young Professionals 25-40,3766,54922,12433,2209,669,22.64,4.02,17.77,1.22
411,2024-05-27,Clearance Sale,Young Professionals 25-40,139589,Young Professionals 25-40,12672,126917,28841,8975,8453,22.72,7.07,31.12,6.66
412,2024-07-11,Brand Awareness,Parents 30-50,125253,Parents 30-50,6361,118892,33207,5167,1242,27.93,4.35,15.56,1.05
413,2024-12-13,Sustainability Product Launch,Environment Advocates,154701,Environment Advocates,13503,141198,40702,9543,8026,28.83,6.76,23.45,5.68
414,2025-06-22,Seasonal Discount,Fitness Enthusiasts 18-40,58023,Fitness Enthusiasts 18-40,4330,53693,14471,2739,2969,26.95,5.1,18.93,5.53
415,2025-01-31,Beta Testing Launch,Environment Advocates,67193,Environment Advocates,4157,63036,18030,7014,2045,28.6,11.13,38.9,3.25
416,2024-04-07,Loyalty Program,Seniors 55+,188916,Seniors 55+,17598,171318,50150,18395,3168,29.27,10.74,36.68,1.85
417,2025-07-21,School Supplies Promo,Parents 30-50,83941,Parents 30-50,7278,76663,14701,5730,1351,19.18,7.47,38.98,1.76
418,2025-04-05,Fitness Gear Promo,Frequent Buyers 35-50,167825,Frequent Buyers 35-50,13683,154142,26381,15779,4779,17.12,10.24,59.81,3.1
419,2025-03-04,Clearance Sale,Young Professionals 25-40,64711,Young Professionals 25-40,4858,59853,9710,2971,630,16.22,4.96,30.6,1.05
420,2024-04-17,School Supplies Promo,General Audience,104739,General Audience,7142,97597,19312,11134,6028,19.79,11.41,57.65,6.18
421,2024-03-30,Brand Awareness,Tech Enthusiasts 18-45,178588,Tech Enthusiasts 18-45,9951,168637,43278,10409,10400,25.66,6.17,24.05,6.17
422,2025-07-19,Major Shopping Event,General Audience,143529,General Audience,11173,132356,21559,11277,5075,16.29,8.52,52.31,3.83
423,2025-07-05,Sustainability Product Launch,Environment Advocates,141139,Environment Advocates,8710,132429,29437,15407,4596,22.23,11.63,52.34,3.47
424,2025-04-25,Major Shopping Event,Fitness Enthusiasts 18-40,76686,Fitness Enthusiasts 18-40,4724,71962,15451,2468,683,21.47,3.43,15.97,0.95
425,2024-04-20,Brand Awareness,Previous Customers,198241,Previous Customers,10646,187595,38123,17289,1613,20.32,9.22,45.35,0.86
426,2025-05-19,School Supplies Promo,Tech Enthusiasts 18-45,149521,Tech Enthusiasts 18-45,12815,136706,21359,5893,5216,15.62,4.31,27.59,3.82
427,2024-09-24,Sustainability Product Launch,Young Professionals 25-40,157576,Young Professionals 25-40,8907,148669,37122,14841,8497,24.97,9.98,39.98,5.72
428,2025-05-14,Fitness Gear Promo,Frequent Buyers 35-50,173325,Frequent Buyers 35-50,14459,158866,36539,13152,7723,23.0,8.28,35.99,4.86
429,2025-07-24,Holiday Follow Up,Frequent Buyers 35-50,88922,Frequent Buyers 35-50,6754,82168,19553,4219,3720,23.8,5.14,21.58,4.53
430,2024-11-23,Fitness Gear Promo,Seniors 55+,136439,Seniors 55+,7984,128455,24592,5943,7338,19.14,4.63,24.17,5.71
431,2024-10-31,Beta Testing Launch,General Audience,147357,General Audience,9413,137944,26066,13291,4022,18.9,9.64,50.99,2.92
432,2024-06-03,Major Shopping Event,Fitness Enthusiasts 18-40,139133,Fitness Enthusiasts 18-40,7338,131795,23700,10863,2000,17.98,8.24,45.84,1.52
433,2024-07-09,Clearance Sale,Women 25-34,94447,Women 25-34,9018,85429,24481,5382,5148,28.66,6.3,21.98,6.03
434,2025-04-30,Brand Awareness,Parents 30-50,199442,Parents 30-50,15970,183472,33464,13905,5242,18.24,7.58,41.55,2.86
435,2025-01-05,School Supplies Promo,Young Adults 20-30,141756,Young Adults 20-30,8230,133526,36681,10867,8862,27.47,8.14,29.63,6.64
436,2024-12-07,School Supplies Promo,Women 25-34,162074,Women 25-34,15434,146640,43287,6192,1467,29.52,4.22,14.3,1.0
437,2024-06-14,Fitness Gear Promo,Parents 30-50,184701,Parents 30-50,10545,174156,36523,19557,11713,20.97,11.23,53.55,6.73
438,2024-09-29,New Product Launch,Young Adults 20-30,89618,Young Adults 20-30,7537,82081,15033,5495,5273,18.32,6.69,36.55,6.42
439,2025-05-29,Holiday Follow Up,General Audience,163265,General Audience,12256,151009,31799,13757,9264,21.06,9.11,43.26,6.14
440,2024-07-27,Beta Testing Launch,Parents 30-50,186204,Parents 30-50,9374,176830,32420,16765,1138,18.33,9.48,51.71,0.64
441,2025-02-20,Loyalty Program,Young Adults 20-30,98925,Young Adults 20-30,7558,91367,20083,3973,5135,21.98,4.35,19.78,5.62
442,2025-02-10,Major Shopping Event,Women 25-34,99560,Women 25-34,9886,89674,25813,5483,3074,28.79,6.11,21.24,3.43
443,2024-05-20,School Supplies Promo,Seniors 55+,101552,Seniors 55+,5831,95721,20396,7181,1364,21.31,7.5,35.21,1.43
444,2025-02-19,Major Shopping Event,Environment Advocates,94683,Environment Advocates,7565,87118,18709,5113,5753,21.48,5.87,27.33,6.6
445,2025-05-11,Clearance Sale,General Audience,105596,General Audience,6258,99338,29526,5251,1253,29.72,5.29,17.78,1.26
446,2025-07-16,Beta Testing Launch,Women 25-34,70961,Women 25-34,4347,66614,17654,2110,2670,26.5,3.17,11.95,4.01
447,2024-08-13,Brand Awareness,Seniors 55+,88680,Seniors 55+,5356,83324,23963,8413,1779,28.76,10.1,35.11,2.14
448,2024-07-02,Beta Testing Launch,Tech Enthusiasts 18-45,104537,Tech Enthusiasts 18-45,6976,97561,23913,3206,6359,24.51,3.29,13.41,6.52
449,2024-03-14,Clearance Sale,Young Adults 20-30,75750,Young Adults 20-30,6784,68966,11212,4538,2641,16.26,6.58,40.47,3.83
450,2024-09-16,Sustainability Product Launch,Environment Advocates,89635,Environment Advocates,4753,84882,15048,4683,3456,17.73,5.52,31.12,4.07
451,2024-08-04,Major Shopping Event,Seniors 55+,184868,Seniors 55+,11317,173551,45733,18479,4886,26.35,10.65,40.41,2.82
452,2024-10-20,Fitness Gear Promo,Women 25-34,129179,Women 25-34,9053,120126,19270,11402,3569,16.04,9.49,59.17,2.97
453,2024-10-19,Major Shopping Event,Tech Enthusiasts 18-45,181998,Tech Enthusiasts 18-45,11742,170256,39039,9930,4397,22.93,5.83,25.44,2.58
454,2025-07-27,New Product Launch,Parents 30-50,118644,Parents 30-50,8074,110570,28477,5180,4472,25.75,4.68,18.19,4.04
455,2024-03-11,School Supplies Promo,Tech Enthusiasts 18-45,179289,Tech Enthusiasts 18-45,13742,165547,41750,7277,6702,25.22,4.4,17.43,4.05
456,2024-10-04,Holiday Follow Up,Fitness Enthusiasts 18-40,143947,Fitness Enthusiasts 18-40,11767,132180,33840,8163,5195,25.6,6.18,24.12,3.93
457,2024-03-23,Beta Testing Launch,Previous Customers,196709,Previous Customers,15739,180970,47059,11576,9425,26.0,6.4,24.6,5.21
458,2025-05-07,Major Shopping Event,Environment Advocates,188368,Environment Advocates,14263,174105,50047,11369,10104,28.75,6.53,22.72,5.8
459,2024-05-29,Fitness Gear Promo,Frequent Buyers 35-50,123919,Frequent Buyers 35-50,7559,116360,24468,12231,5004,21.03,10.51,49.99,4.3
460,2024-12-29,Clearance Sale,Parents 30-50,118474,Parents 30-50,9869,108605,32473,8623,6268,29.9,7.94,26.55,5.77
461,2025-05-12,Fitness Gear Promo,Seniors 55+,104404,Seniors 55+,5615,98789,18274,9215,1636,18.5,9.33,50.43,1.66
462,2025-05-13,New Product Launch,Environment Advocates,183560,Environment Advocates,13543,170017,34248,12552,6708,20.14,7.38,36.65,3.95
463,2024-11-07,Clearance Sale,Young Adults 20-30,173475,Young Adults 20-30,12955,160520,37951,15667,5542,23.64,9.76,41.28,3.45
464,2025-05-19,Sustainability Product Launch,Young Adults 20-30,135907,Young Adults 20-30,8638,127269,21871,10819,4351,17.19,8.5,49.47,3.42
465,2024-03-20,Beta Testing Launch,Women 25-34,190691,Women 25-34,16439,174252,38386,9944,10839,22.03,5.71,25.91,6.22
466,2025-07-22,School Supplies Promo,Tech Enthusiasts 18-45,110245,Tech Enthusiasts 18-45,7487,102758,24073,3119,5398,23.43,3.04,12.96,5.25
467,2025-05-16,Seasonal Discount,Young Adults 20-30,188069,Young Adults 20-30,12212,175857,49014,17457,925,27.87,9.93,35.62,0.53
468,2024-02-24,Clearance Sale,Seniors 55+,184169,Seniors 55+,16686,167483,26111,10755,10971,15.59,6.42,41.19,6.55
469,2024-11-17,Loyalty Program,Environment Advocates,68811,Environment Advocates,3999,64812,16015,5511,2397,24.71,8.5,34.41,3.7
470,2024-08-24,Brand Awareness,Previous Customers,124834,Previous Customers,9326,115508,26509,4360,1460,22.95,3.77,16.45,1.26
471,2025-03-18,Beta Testing Launch,Fitness Enthusiasts 18-40,108849,Fitness Enthusiasts 18-40,8361,100488,17180,10049,4354,17.1,10.0,58.49,4.33
472,2024-06-17,Sustainability Product Launch,Young Professionals 25-40,64498,Young Professionals 25-40,4058,60440,17738,6020,1835,29.35,9.96,33.94,3.04
473,2024-03-14,Major Shopping Event,Tech Enthusiasts 18-45,148586,Tech Enthusiasts 18-45,10227,138359,31754,6408,3084,22.95,4.63,20.18,2.23
474,2024-02-01,Sustainability Product Launch,Tech Enthusiasts 18-45,169441,Tech Enthusiasts 18-45,13348,156093,31636,6652,7220,20.27,4.26,21.03,4.63
475,2024-10-21,Seasonal Discount,Parents 30-50,82260,Parents 30-50,5045,77215,13239,5606,2839,17.15,7.26,42.34,3.68
476,2025-04-26,Fitness Gear Promo,Previous Customers,125053,Previous Customers,9481,115572,19688,7864,935,17.04,6.8,39.94,0.81
477,2024-06-23,Holiday Follow Up,Shopaholics 25-44,144279,Shopaholics 25-44,9786,134493,24615,4317,3875,18.3,3.21,17.54,2.88
478,2025-06-19,Holiday Sales Event,Frequent Buyers 35-50,52977,Frequent Buyers 35-50,3352,49625,10303,5344,859,20.76,10.77,51.87,1.73
479,2024-08-08,Clearance Sale,Tech Enthusiasts 18-45,87811,Tech Enthusiasts 18-45,4747,83064,21178,7142,1246,25.5,8.6,33.72,1.5
480,2025-04-15,Clearance Sale,Fitness Enthusiasts 18-40,87729,Fitness Enthusiasts 18-40,4592,83137,24480,6079,1424,29.45,7.31,24.83,1.71
481,2024-08-12,Beta Testing Launch,Previous Customers,94856,Previous Customers,7639,87217,17054,8471,2095,19.55,9.71,49.67,2.4
482,2024-06-03,Fitness Gear Promo,Seniors 55+,147912,Seniors 55+,8375,139537,22718,4554,4431,16.28,3.26,20.05,3.18
483,2024-04-21,Sustainability Product Launch,Young Adults 20-30,172435,Young Adults 20-30,9273,163162,40148,6233,4067,24.61,3.82,15.53,2.49
484,2024-02-20,School Supplies Promo,Tech Enthusiasts 18-45,60088,Tech Enthusiasts 18-45,5598,54490,13713,3015,1975,25.17,5.53,21.99,3.62
485,2025-01-25,New Product Launch,Young Adults 20-30,112910,Young Adults 20-30,8090,104820,30712,10835,1302,29.3,10.34,35.28,1.24
486,2025-06-01,Beta Testing Launch,Women 25-34,92597,Women 25-34,7016,85581,25089,7862,3815,29.32,9.19,31.34,4.46
487,2024-02-09,Holiday Follow Up,Tech Enthusiasts 18-45,128866,Tech Enthusiasts 18-45,8187,120679,23693,6586,8412,19.63,5.46,27.8,6.97
488,2024-06-07,Holiday Sales Event,Shopaholics 25-44,51089,Shopaholics 25-44,2648,48441,13631,2500,3235,28.14,5.16,18.34,6.68
489,2025-02-05,Holiday Sales Event,General Audience,106915,General Audience,9049,97866,24031,4926,2833,24.56,5.03,20.5,2.9
490,2024-07-17,Holiday Sales Event,Previous Customers,169120,Previous Customers,14378,154742,25905,9193,7711,16.74,5.94,35.49,4.98
491,2025-03-31,School Supplies Promo,Previous Customers,76154,Previous Customers,5678,70476,14752,5633,1366,20.93,7.99,38.18,1.94
492,2024-09-06,Clearance Sale,Women 25-34,184580,Women 25-34,18093,166487,43349,12365,6266,26.04,7.43,28.52,3.76
493,2025-03-08,Seasonal Discount,Tech Enthusiasts 18-45,100638,Tech Enthusiasts 18-45,7917,92721,25843,10458,5730,27.87,11.28,40.47,6.18
494,2024-06-09,Clearance Sale,Seniors 55+,158138,Seniors 55+,11700,146438,40814,10208,7286,27.87,6.97,25.01,4.98
495,2025-02-24,Major Shopping Event,Environment Advocates,89197,Environment Advocates,8238,80959,14455,3218,3774,17.86,3.98,22.26,4.66
496,2024-07-12,Brand Awareness,Seniors 55+,100513,Seniors 55+,9884,90629,18514,6266,3076,20.43,6.91,33.84,3.39
497,2025-06-28,School Supplies Promo,Shopaholics 25-44,63627,Shopaholics 25-44,4872,58755,10049,3274,811,17.1,5.57,32.58,1.38
498,2024-12-11,Holiday Follow Up,Environment Advocates,57703,Environment Advocates,3200,54503,9300,3690,794,17.06,6.77,39.68,1.46
499,2025-04-17,New Product Launch,Parents 30-50,146461,Parents 30-50,12054,134407,38698,12351,4988,28.79,9.19,31.92,3.71
500,2024-03-06,Seasonal Discount,Shopaholics 25-44,101618,Shopaholics 25-44,7000,94618,16014,3000,3778,16.92,3.17,18.73,3.99
501,2024-11-26,Brand Awareness,Young Adults 20-30,135303,Young Adults 20-30,11967,123336,24171,5626,5674,19.6,4.56,23.28,4.6
502,2024-09-16,School Supplies Promo,Young Professionals 25-40,182589,Young Professionals 25-40,9590,172999,37241,12148,9702,21.53,7.02,32.62,5.61
503,2025-01-09,School Supplies Promo,Young Professionals 25-40,168839,Young Professionals 25-40,10604,158235,30807,7153,2702,19.47,4.52,23.22,1.71
504,2024-12-04,Clearance Sale,Parents 30-50,142630,Parents 30-50,7933,134697,37316,4610,2369,27.7,3.42,12.35,1.76
505,2025-03-01,Sustainability Product Launch,Women 25-34,94751,Women 25-34,7963,86788,14618,5922,4284,16.84,6.82,40.51,4.94
506,2025-01-02,New Product Launch,Parents 30-50,196057,Parents 30-50,13787,182270,32726,5948,7700,17.95,3.26,18.18,4.22
507,2025-02-12,Holiday Sales Event,Previous Customers,112660,Previous Customers,8971,103689,24171,4511,3904,23.31,4.35,18.66,3.77
508,2024-09-25,Brand Awareness,Seniors 55+,137643,Seniors 55+,7762,129881,35821,5131,5784,27.58,3.95,14.32,4.45
509,2024-09-21,Brand Awareness,Previous Customers,176532,Previous Customers,15269,161263,45804,11681,1356,28.4,7.24,25.5,0.84
510,2024-06-05,Fitness Gear Promo,Previous Customers,164228,Previous Customers,16110,148118,43400,11562,4608,29.3,7.81,26.64,3.11
511,2025-07-07,Seasonal Discount,General Audience,196091,General Audience,18621,177470,28828,16391,2968,16.24,9.24,56.86,1.67
512,2025-07-02,Holiday Follow Up,Environment Advocates,160646,Environment Advocates,12803,147843,42445,16799,5890,28.71,11.36,39.58,3.98
513,2025-06-17,Clearance Sale,Fitness Enthusiasts 18-40,177120,Fitness Enthusiasts 18-40,17544,159576,39040,4873,6688,24.47,3.05,12.48,4.19
514,2025-02-23,Sustainability Product Launch,Young Adults 20-30,177278,Young Adults 20-30,15174,162104,40356,17123,2350,24.9,10.56,42.43,1.45
515,2024-08-03,Beta Testing Launch,Tech Enthusiasts 18-45,127324,Tech Enthusiasts 18-45,10827,116497,30463,4593,1370,26.15,3.94,15.08,1.18
516,2024-09-06,Loyalty Program,Shopaholics 25-44,118684,Shopaholics 25-44,7463,111221,30132,6135,5981,27.09,5.52,20.36,5.38
517,2025-04-16,Fitness Gear Promo,Seniors 55+,64922,Seniors 55+,3586,61336,13412,2632,3445,21.87,4.29,19.62,5.62
518,2024-03-10,Brand Awareness,General Audience,56047,General Audience,3796,52251,8990,6069,3652,17.21,11.62,67.51,6.99
519,2025-02-27,Clearance Sale,Young Adults 20-30,154945,Young Adults 20-30,10207,144738,26457,13732,8271,18.28,9.49,51.9,5.71
520,2024-11-19,Brand Awareness,Parents 30-50,159007,Parents 30-50,15263,143744,22414,10858,7970,15.59,7.55,48.44,5.55
521,2024-06-23,Clearance Sale,Women 25-34,153214,Women 25-34,13790,139424,27880,16093,6404,20.0,11.54,57.72,4.59
522,2024-03-29,Major Shopping Event,Seniors 55+,102655,Seniors 55+,7485,95170,20684,7294,4002,21.73,7.66,35.26,4.21
523,2025-05-25,Holiday Follow Up,Tech Enthusiasts 18-45,177502,Tech Enthusiasts 18-45,14833,162669,27329,15432,11138,16.8,9.49,56.47,6.85
524,2024-12-04,Holiday Follow Up,Environment Advocates,120793,Environment Advocates,8538,112255,23042,4640,1290,20.53,4.13,20.14,1.15
525,2025-06-13,Brand Awareness,Women 25-34,181684,Women 25-34,13555,168129,27896,12038,10498,16.59,7.16,43.15,6.24
526,2024-02-10,Holiday Follow Up,Young Professionals 25-40,115820,Young Professionals 25-40,8749,107071,25340,8855,7095,23.67,8.27,34.94,6.63
527,2025-01-12,Sustainability Product Launch,Women 25-34,75781,Women 25-34,4372,71409,19562,6328,3502,27.4,8.86,32.35,4.91
528,2025-05-08,Holiday Follow Up,General Audience,102607,General Audience,7448,95159,26351,6237,4834,27.69,6.55,23.67,5.08
529,2025-01-28,Brand Awareness,Shopaholics 25-44,133733,Shopaholics 25-44,10110,123623,36889,12138,7773,29.84,9.82,32.9,6.29
530,2024-10-09,Holiday Follow Up,Young Professionals 25-40,173329,Young Professionals 25-40,15228,158101,37822,12066,8661,23.92,7.63,31.9,5.48
531,2024-08-25,Brand Awareness,General Audience,78061,General Audience,5260,72801,11902,8081,1673,16.35,11.1,67.9,2.3
532,2025-03-20,Beta Testing Launch,Young Professionals 25-40,161238,Young Professionals 25-40,13605,147633,34927,7984,7114,23.66,5.41,22.86,4.82
533,2025-01-28,Beta Testing Launch,Frequent Buyers 35-50,56144,Frequent Buyers 35-50,3364,52780,12846,2012,3511,24.34,3.81,15.66,6.65
534,2024-04-14,Beta Testing Launch,Previous Customers,142778,Previous Customers,11367,131411,24346,7814,7640,18.53,5.95,32.1,5.81
535,2024-07-25,Seasonal Discount,Fitness Enthusiasts 18-40,150262,Fitness Enthusiasts 18-40,13478,136784,38872,16072,8588,28.42,11.75,41.35,6.28
536,2025-01-18,Seasonal Discount,General Audience,119911,General Audience,6671,113240,17209,3741,5832,15.2,3.3,21.74,5.15
537,2025-01-31,Major Shopping Event,Parents 30-50,154146,Parents 30-50,11106,143040,30779,14643,3897,21.52,10.24,47.57,2.73
538,2024-06-17,Clearance Sale,Fitness Enthusiasts 18-40,81862,Fitness Enthusiasts 18-40,4162,77700,18438,9123,4217,23.73,11.74,49.48,5.43
539,2025-04-23,School Supplies Promo,Fitness Enthusiasts 18-40,75153,Fitness Enthusiasts 18-40,4242,70911,15553,2837,1339,21.93,4.0,18.24,1.89
540,2024-04-09,Loyalty Program,Young Professionals 25-40,73676,Young Professionals 25-40,4713,68963,17416,5032,2905,25.25,7.3,28.89,4.21
541,2025-06-13,New Product Launch,Parents 30-50,96428,Parents 30-50,7925,88503,22976,8362,4910,25.96,9.45,36.39,5.55
542,2025-01-08,Holiday Sales Event,General Audience,113905,General Audience,11044,102861,28860,11060,5399,28.06,10.75,38.32,5.25
543,2025-01-03,New Product Launch,Fitness Enthusiasts 18-40,194416,Fitness Enthusiasts 18-40,15848,178568,42375,13025,11829,23.73,7.29,30.74,6.62
544,2025-05-10,Fitness Gear Promo,General Audience,50399,General Audience,4494,45905,9759,5194,1802,21.26,11.32,53.22,3.93
545,2024-02-09,New Product Launch,Women 25-34,195417,Women 25-34,12868,182549,31170,17750,10357,17.08,9.72,56.95,5.67
546,2024-02-18,Seasonal Discount,Shopaholics 25-44,146392,Shopaholics 25-44,13534,132858,24993,9577,2129,18.81,7.21,38.32,1.6
547,2024-02-04,Major Shopping Event,Women 25-34,119946,Women 25-34,10947,108999,31392,5342,561,28.8,4.9,17.02,0.52
548,2024-04-20,School Supplies Promo,Shopaholics 25-44,119752,Shopaholics 25-44,6258,113494,20598,4464,7590,18.15,3.93,21.67,6.69
549,2025-07-20,Beta Testing Launch,Fitness Enthusiasts 18-40,147969,Fitness Enthusiasts 18-40,11995,135974,25364,7841,3763,18.65,5.77,30.91,2.77
550,2024-08-08,Loyalty Program,Frequent Buyers 35-50,121397,Frequent Buyers 35-50,6978,114419,33110,11262,4873,28.94,9.84,34.01,4.26
551,2025-02-04,Holiday Sales Event,Previous Customers,174788,Previous Customers,16195,158593,42234,7729,9768,26.63,4.87,18.3,6.16
552,2024-04-19,New Product Launch,Parents 30-50,80749,Parents 30-50,5258,75491,13505,3208,4531,17.89,4.25,23.75,6.0
553,2024-06-15,Beta Testing Launch,General Audience,127687,General Audience,7295,120392,22049,4092,6507,18.31,3.4,18.56,5.41
554,2025-02-10,New Product Launch,Shopaholics 25-44,55470,Shopaholics 25-44,4275,51195,15000,2670,1125,29.3,5.22,17.8,2.2
555,2024-02-26,Fitness Gear Promo,Frequent Buyers 35-50,160187,Frequent Buyers 35-50,10440,149747,29841,6685,1480,19.93,4.46,22.4,0.99
556,2024-02-23,Sustainability Product Launch,Shopaholics 25-44,76081,Shopaholics 25-44,6883,69198,19383,6387,4294,28.01,9.23,32.95,6.21
557,2024-02-17,Brand Awareness,Shopaholics 25-44,141979,Shopaholics 25-44,11212,130767,34898,11666,6925,26.69,8.92,33.43,5.3
558,2024-02-26,Major Shopping Event,Fitness Enthusiasts 18-40,83148,Fitness Enthusiasts 18-40,5846,77302,14751,4413,4989,19.08,5.71,29.92,6.45
559,2025-01-25,Holiday Follow Up,Seniors 55+,155025,Seniors 55+,12936,142089,28414,5137,8367,20.0,3.62,18.08,5.89
560,2024-08-26,Seasonal Discount,General Audience,63742,General Audience,4698,59044,12195,4291,321,20.66,7.27,35.19,0.55
561,2024-11-09,Holiday Follow Up,Parents 30-50,139780,Parents 30-50,9945,129835,26784,15110,7820,20.63,11.64,56.41,6.02
562,2025-04-19,Brand Awareness,Young Professionals 25-40,139819,Young Professionals 25-40,9898,129921,22172,4077,4641,17.07,3.14,18.39,3.57
563,2024-08-26,Brand Awareness,Seniors 55+,139462,Seniors 55+,13386,126076,21231,9414,3894,16.84,7.47,44.34,3.09
564,2024-10-05,Beta Testing Launch,Parents 30-50,70707,Parents 30-50,4261,66446,18246,6949,2026,27.46,10.46,38.09,3.05
565,2025-04-13,Holiday Sales Event,Seniors 55+,111060,Seniors 55+,9665,101395,16242,3270,2906,16.02,3.23,20.13,2.87
566,2024-06-03,Brand Awareness,Frequent Buyers 35-50,81681,Frequent Buyers 35-50,6241,75440,22412,7904,798,29.71,10.48,35.27,1.06
567,2024-03-29,School Supplies Promo,Shopaholics 25-44,103927,Shopaholics 25-44,7726,96201,25115,7774,2305,26.11,8.08,30.95,2.4
568,2024-08-01,New Product Launch,Young Adults 20-30,176515,Young Adults 20-30,17479,159036,28397,16968,8284,17.86,10.67,59.75,5.21
569,2024-04-26,Loyalty Program,Seniors 55+,165158,Seniors 55+,13707,151451,31132,17020,6934,20.56,11.24,54.67,4.58
570,2024-07-21,Sustainability Product Launch,Fitness Enthusiasts 18-40,144306,Fitness Enthusiasts 18-40,11340,132966,36575,14804,9232,27.51,11.13,40.48,6.94
571,2025-01-31,Sustainability Product Launch,Frequent Buyers 35-50,156482,Frequent Buyers 35-50,13791,142691,42311,8250,4621,29.65,5.78,19.5,3.24
572,2025-06-28,Major Shopping Event,Shopaholics 25-44,66039,Shopaholics 25-44,6496,59543,15603,3048,1380,26.21,5.12,19.53,2.32
573,2024-04-05,Sustainability Product Launch,Fitness Enthusiasts 18-40,82202,Fitness Enthusiasts 18-40,6881,75321,19770,5848,2290,26.25,7.77,29.58,3.04
574,2024-07-24,New Product Launch,Environment Advocates,123924,Environment Advocates,10504,113420,30427,6250,6234,26.83,5.51,20.54,5.5
575,2024-02-06,Fitness Gear Promo,Environment Advocates,160363,Environment Advocates,14800,145563,22407,15280,2748,15.39,10.5,68.19,1.89
576,2024-06-18,Major Shopping Event,Young Adults 20-30,120805,Young Adults 20-30,7871,112934,28515,6053,4037,25.25,5.36,21.23,3.57
577,2025-01-04,Sustainability Product Launch,Parents 30-50,139082,Parents 30-50,9186,129896,35342,14731,8142,27.21,11.34,41.68,6.27
578,2025-07-04,Holiday Sales Event,Shopaholics 25-44,61927,Shopaholics 25-44,5578,56349,13581,2892,2505,24.1,5.13,21.29,4.45
579,2024-07-01,Brand Awareness,Women 25-34,51681,Women 25-34,3488,48193,13135,5359,2910,27.26,11.12,40.8,6.04
580,2025-02-20,Beta Testing Launch,Frequent Buyers 35-50,66819,Frequent Buyers 35-50,5563,61256,11890,6538,1077,19.41,10.67,54.99,1.76
