campaign_id,campaign_date,campaign_topic,customer_segment,audience_size,target_description,control_group_size,sent,opens,clicks,conversions,open_rate,click_rate,open_to_click_rate,conversion_rate
386,2025-05-28,Holiday Follow Up,Tech Enthusiasts 18-45,71673,Tech Enthusiasts 18-45,5902,65771,17483,4414,4572,26.58,6.71,25.25,6.95
387,2025-05-02,Seasonal Discount,Environment Advocates,69305,Environment Advocates,3631,65674,14393,2790,2793,21.92,4.25,19.38,4.25
388,2024-07-14,Fitness Gear Promo,Parents 30-50,89376,Parents 30-50,5991,83385,14324,6846,1679,17.18,8.21,47.79,2.01
389,2025-06-07,Holiday Follow Up,Parents 30-50,87352,Parents 30-50,5454,81898,23712,8095,2608,28.95,9.88,34.14,3.19
390,2025-02-18,Major Shopping Event,General Audience,87006,General Audience,5882,81124,19603,7042,3924,24.16,8.68,35.92,4.84
391,2024-04-28,Fitness Gear Promo,Previous Customers,129114,Previous Customers,6760,122354,21214,13523,719,17.34,11.05,63.75,0.59
392,2025-07-23,Brand Awareness,Tech Enthusiasts 18-45,178197,Tech Enthusiasts 18-45,14671,163526,30362,5670,11346,18.57,3.47,18.67,6.94
393,2024-07-27,Loyalty Program,Environment Advocates,66825,Environment Advocates,4933,61892,13503,6951,1805,21.82,11.23,51.48,2.92
394,2025-04-22,Sustainability Product Launch,Previous Customers,93578,Previous Customers,5011,88567,17733,6078,766,20.02,6.86,34.28,0.87
395,2024-05-15,Fitness Gear Promo,Environment Advocates,87400,Environment Advocates,6212,81188,17713,4016,5492,21.82,4.95,22.67,6.77
396,2024-03-19,Fitness Gear Promo,Fitness Enthusiasts 18-40,167482,Fitness Enthusiasts 18-40,14779,152703,29196,13081,9498,19.12,8.57,44.8,6.22
397,2024-08-08,Holiday Follow Up,Shopaholics 25-44,92407,Shopaholics 25-44,5234,87173,13127,5404,3291,15.06,6.2,41.17,3.78
398,2025-01-21,Brand Awareness,Young Adults 20-30,101370,Young Adults 20-30,6288,95082,24351,9658,2335,25.61,10.16,39.66,2.46
399,2025-07-24,New Product Launch,Women 25-34,192989,Women 25-34,13919,179070,37340,12163,5953,20.85,6.79,32.57,3.32
400,2024-11-11,Loyalty Program,Environment Advocates,109367,Environment Advocates,7898,101469,29423,12031,5049,29.0,11.86,40.89,4.98
401,2024-05-15,Sustainability Product Launch,Fitness Enthusiasts 18-40,169686,Fitness Enthusiasts 18-40,15501,154185,23376,14973,6451,15.16,9.71,64.05,4.18
402,2024-10-18,School Supplies Promo,Women 25-34,185229,Women 25-34,10184,175045,29292,20697,7167,16.73,11.82,70.66,4.09
403,2024-04-29,Clearance Sale,Parents 30-50,70407,Parents 30-50,5681,64726,9935,7448,3604,15.35,11.51,74.97,5.57
404,2025-06-12,Holiday Sales Event,Previous Customers,169829,Previous Customers,16516,153313,32390,14291,6853,21.13,9.32,44.12,4.47
405,2024-12-21,School Supplies Promo,Fitness Enthusiasts 18-40,124163,Fitness Enthusiasts 18-40,11597,112566,19171,12733,5954,17.03,11.31,66.42,5.29
406,2024-07-09,Holiday Follow Up,Women 25-34,173226,Women 25-34,12512,160714,47485,9530,5303,29.55,5.93,20.07,3.3
407,2025-05-20,Beta Testing Launch,Frequent Buyers 35-50,114444,Frequent Buyers 35-50,6717,107727,19357,10906,3262,17.97,10.12,56.34,3.03
408,2024-07-30,Sustainability Product Launch,Frequent Buyers 35-50,146087,Frequent Buyers 35-50,10730,135357,30098,5363,3596,22.24,3.96,17.82,2.66
409,2024-06-27,Holiday Sales Event,Environment Advocates,185391,Environment Advocates,13875,171516,43242,13741,3801,25.21,8.01,31.78,2.22
410,2025-02-27,Major Shopping Event,Parents 30-50,128105,Parents 30-50,11332,116773,23211,5887,1200,19.88,5.04,25.36,1.03
411,2024-03-23,Seasonal Discount,Parents 30-50,173337,Parents 30-50,13994,159343,38729,17433,2859,24.31,10.94,45.01,1.79
412,2024-02-09,Beta Testing Launch,Women 25-34,174651,Women 25-34,12117,162534,33139,19477,3228,20.39,11.98,58.77,1.99
413,2025-01-12,Clearance Sale,Fitness Enthusiasts 18-40,74088,Fitness Enthusiasts 18-40,3972,70116,18831,6786,2087,26.86,9.68,36.04,2.98
414,2024-09-13,Seasonal Discount,General Audience,103151,General Audience,6073,97078,16267,10980,1356,16.76,11.31,67.5,1.4
415,2025-03-30,Loyalty Program,Seniors 55+,195613,Seniors 55+,10866,184747,30256,12144,1123,16.38,6.57,40.14,0.61
416,2024-09-09,Seasonal Discount,Parents 30-50,132931,Parents 30-50,12520,120411,27386,13844,4093,22.74,11.5,50.55,3.4
417,2025-06-13,Sustainability Product Launch,Tech Enthusiasts 18-45,152323,Tech Enthusiasts 18-45,13139,139184,23147,12226,4660,16.63,8.78,52.82,3.35
418,2024-02-05,School Supplies Promo,Tech Enthusiasts 18-45,161431,Tech Enthusiasts 18-45,10002,151429,35647,11222,8527,23.54,7.41,31.48,5.63
419,2025-04-04,Fitness Gear Promo,Environment Advocates,77186,Environment Advocates,5134,72052,14985,6098,1567,20.8,8.46,40.69,2.17
420,2025-02-11,Brand Awareness,Tech Enthusiasts 18-45,63349,Tech Enthusiasts 18-45,6034,57315,12555,6836,613,21.91,11.93,54.45,1.07
421,2025-06-22,Loyalty Program,Women 25-34,55236,Women 25-34,4779,50457,12972,3404,3422,25.71,6.75,26.24,6.78
422,2025-03-26,Holiday Follow Up,Tech Enthusiasts 18-45,183006,Tech Enthusiasts 18-45,14408,168598,29612,14598,11465,17.56,8.66,49.3,6.8
423,2024-08-25,Holiday Sales Event,Young Professionals 25-40,191147,Young Professionals 25-40,11615,179532,45846,14723,7362,25.54,8.2,32.11,4.1
424,2024-10-07,Seasonal Discount,Shopaholics 25-44,195606,Shopaholics 25-44,13229,182377,40161,10982,4659,22.02,6.02,27.34,2.56
425,2024-12-07,Major Shopping Event,Young Adults 20-30,74238,Young Adults 20-30,5515,68723,16243,4998,1135,23.64,7.27,30.77,1.65
426,2025-07-15,Fitness Gear Promo,Environment Advocates,152876,Environment Advocates,9795,143081,27162,9038,3242,18.98,6.32,33.27,2.27
427,2025-04-16,Loyalty Program,Women 25-34,64869,Women 25-34,5866,59003,16079,6771,2143,27.25,11.48,42.11,3.63
428,2025-04-27,Sustainability Product Launch,Frequent Buyers 35-50,197993,Frequent Buyers 35-50,12617,185376,45735,12758,8849,24.67,6.88,27.9,4.77
429,2024-05-26,Loyalty Program,Young Professionals 25-40,136319,Young Professionals 25-40,9681,126638,24860,11990,1474,19.63,9.47,48.23,1.16
430,2024-08-30,Sustainability Product Launch,Tech Enthusiasts 18-45,162725,Tech Enthusiasts 18-45,8268,154457,46072,8227,7390,29.83,5.33,17.86,4.78
431,2024-01-26,Holiday Sales Event,Tech Enthusiasts 18-45,170269,Tech Enthusiasts 18-45,10462,159807,36702,6411,2683,22.97,4.01,17.47,1.68
432,2025-06-19,Holiday Sales Event,Young Adults 20-30,134792,Young Adults 20-30,11981,122811,27791,9944,2431,22.63,8.1,35.78,1.98
433,2024-12-19,School Supplies Promo,Frequent Buyers 35-50,140965,Frequent Buyers 35-50,11671,129294,34057,12634,5195,26.34,9.77,37.1,4.02
434,2024-02-12,Beta Testing Launch,Fitness Enthusiasts 18-40,107913,Fitness Enthusiasts 18-40,10263,97650,27273,3927,4929,27.93,4.02,14.4,5.05
435,2024-07-20,New Product Launch,Women 25-34,139158,Women 25-34,12184,126974,19106,13471,5089,15.05,10.61,70.51,4.01
436,2024-11-20,Holiday Follow Up,General Audience,129299,General Audience,10749,118550,23725,7568,4031,20.01,6.38,31.9,3.4
437,2024-12-03,Seasonal Discount,Shopaholics 25-44,146299,Shopaholics 25-44,9386,136913,28767,12093,1288,21.01,8.83,42.04,0.94
438,2024-03-20,Fitness Gear Promo,Environment Advocates,158625,Environment Advocates,11698,146927,37289,12834,1787,25.38,8.74,34.42,1.22
439,2024-04-24,New Product Launch,Previous Customers,75127,Previous Customers,5705,69422,17809,4110,1571,25.65,5.92,23.08,2.26
440,2024-05-11,Major Shopping Event,Tech Enthusiasts 18-45,192049,Tech Enthusiasts 18-45,17776,174273,49294,11465,4715,28.29,6.58,23.26,2.71
441,2024-04-08,Brand Awareness,Parents 30-50,159497,Parents 30-50,15277,144220,43102,12142,5845,29.89,8.42,28.17,4.05
442,2024-02-03,Beta Testing Launch,Seniors 55+,94093,Seniors 55+,8361,85732,13006,5445,1521,15.17,6.35,41.87,1.78
443,2025-07-13,Holiday Sales Event,Seniors 55+,59641,Seniors 55+,4124,55517,8526,3228,2994,15.36,5.82,37.86,5.39
444,2024-05-12,New Product Launch,Young Professionals 25-40,168558,Young Professionals 25-40,9984,158574,35226,12115,4371,22.21,7.64,34.39,2.76
445,2025-01-09,Holiday Follow Up,Fitness Enthusiasts 18-40,154963,Fitness Enthusiasts 18-40,12433,142530,33261,12375,6885,23.34,8.68,37.21,4.83
446,2025-02-13,Holiday Sales Event,Previous Customers,110312,Previous Customers,10558,99754,27965,3163,6349,28.03,3.17,11.31,6.37
447,2025-04-17,Seasonal Discount,Young Adults 20-30,114375,Young Adults 20-30,8735,105640,29592,10604,4435,28.01,10.04,35.83,4.2
448,2024-09-25,Holiday Sales Event,General Audience,191524,General Audience,13634,177890,43736,7927,7918,24.59,4.46,18.12,4.45
449,2025-04-02,Sustainability Product Launch,Young Adults 20-30,147239,Young Adults 20-30,11460,135779,36918,11112,1165,27.19,8.18,30.1,0.86
450,2025-05-23,Clearance Sale,Previous Customers,186228,Previous Customers,18592,167636,40384,10614,2332,24.09,6.33,26.28,1.39
451,2025-02-07,Seasonal Discount,Young Adults 20-30,61988,Young Adults 20-30,6019,55969,12757,5168,2502,22.79,9.23,40.51,4.47
452,2024-07-22,Brand Awareness,General Audience,67279,General Audience,4117,63162,11860,6073,1810,18.78,9.62,51.21,2.87
453,2025-05-26,New Product Launch,Young Professionals 25-40,197642,Young Professionals 25-40,14654,182988,46442,20641,5749,25.38,11.28,44.44,3.14
454,2024-02-14,Clearance Sale,Women 25-34,131277,Women 25-34,7230,124047,34900,12941,5575,28.14,10.43,37.08,4.49
455,2025-04-26,Clearance Sale,Seniors 55+,95796,Seniors 55+,9215,86581,16682,7850,6045,19.27,9.07,47.06,6.98
456,2024-05-30,School Supplies Promo,Tech Enthusiasts 18-45,176112,Tech Enthusiasts 18-45,9288,166824,49070,12715,4012,29.41,7.62,25.91,2.41
457,2024-12-18,School Supplies Promo,Environment Advocates,73142,Environment Advocates,5489,67653,16049,6668,3556,23.72,9.86,41.55,5.26
458,2024-04-08,School Supplies Promo,Young Professionals 25-40,77965,Young Professionals 25-40,7418,70547,13672,5150,4371,19.38,7.3,37.67,6.2
459,2024-08-01,Brand Awareness,Previous Customers,51569,Previous Customers,4807,46762,7528,2567,2299,16.1,5.49,34.1,4.92
460,2024-02-14,Loyalty Program,Tech Enthusiasts 18-45,73566,Tech Enthusiasts 18-45,5088,68478,18871,3188,2467,27.56,4.66,16.89,3.6
461,2025-07-18,Seasonal Discount,Parents 30-50,141216,Parents 30-50,8784,132432,29096,4880,4025,21.97,3.69,16.77,3.04
462,2024-11-04,New Product Launch,Environment Advocates,157063,Environment Advocates,15022,142041,30500,8181,1901,21.47,5.76,26.82,1.34
463,2024-09-18,New Product Launch,Women 25-34,146244,Women 25-34,14048,132196,26520,14479,7528,20.06,10.95,54.6,5.7
464,2024-10-29,Loyalty Program,Previous Customers,158901,Previous Customers,10986,147915,31560,11238,2760,21.34,7.6,35.61,1.87
465,2025-02-11,Brand Awareness,Young Professionals 25-40,56112,Young Professionals 25-40,4332,51780,10271,6060,2112,19.84,11.7,59.0,4.08
466,2024-04-26,Loyalty Program,Seniors 55+,64322,Seniors 55+,5882,58440,13200,5274,1021,22.59,9.03,39.95,1.75
467,2025-02-16,Brand Awareness,General Audience,190307,General Audience,9845,180462,50725,13696,8786,28.11,7.59,27.0,4.87
468,2025-05-01,Seasonal Discount,Young Professionals 25-40,83948,Young Professionals 25-40,7742,76206,13372,6793,1909,17.55,8.91,50.8,2.51
469,2024-08-20,Brand Awareness,Women 25-34,50718,Women 25-34,2821,47897,7341,1992,503,15.33,4.16,27.14,1.05
470,2024-10-30,Loyalty Program,Environment Advocates,169163,Environment Advocates,15123,154040,37805,15950,5791,24.54,10.35,42.19,3.76
471,2024-09-13,Sustainability Product Launch,Frequent Buyers 35-50,104631,Frequent Buyers 35-50,8017,96614,23330,9158,3885,24.15,9.48,39.25,4.02
472,2024-04-12,Holiday Follow Up,General Audience,184166,General Audience,12376,171790,44253,6099,9276,25.76,3.55,13.78,5.4
473,2024-06-15,Fitness Gear Promo,Parents 30-50,82830,Parents 30-50,5949,76881,17876,8806,5082,23.25,11.45,49.26,6.61
474,2025-06-27,New Product Launch,Young Professionals 25-40,103677,Young Professionals 25-40,8423,95254,27976,7576,6380,29.37,7.95,27.08,6.7
475,2024-02-22,Major Shopping Event,Women 25-34,155327,Women 25-34,8604,146723,29572,8504,5420,20.16,5.8,28.76,3.69
476,2025-02-12,Fitness Gear Promo,Women 25-34,143897,Women 25-34,13938,129959,24495,8202,6173,18.85,6.31,33.48,4.75
477,2024-08-31,Sustainability Product Launch,Young Professionals 25-40,130341,Young Professionals 25-40,7695,122646,28641,12474,683,23.35,10.17,43.55,0.56
478,2025-07-10,School Supplies Promo,Previous Customers,194892,Previous Customers,17939,176953,40466,11046,1149,22.87,6.24,27.3,0.65
479,2025-05-30,Clearance Sale,Seniors 55+,189677,Seniors 55+,17172,172505,51108,6780,5116,29.63,3.93,13.27,2.97
480,2024-07-02,Holiday Follow Up,Fitness Enthusiasts 18-40,100502,Fitness Enthusiasts 18-40,7489,93013,15877,7448,6412,17.07,8.01,46.91,6.89
481,2025-04-08,Major Shopping Event,Tech Enthusiasts 18-45,195083,Tech Enthusiasts 18-45,9990,185093,35071,14849,8264,18.95,8.02,42.34,4.47
482,2024-12-21,New Product Launch,Frequent Buyers 35-50,128184,Frequent Buyers 35-50,6568,121616,21583,11210,1578,17.75,9.22,51.94,1.3
483,2025-04-12,Holiday Sales Event,Tech Enthusiasts 18-45,70649,Tech Enthusiasts 18-45,6879,63770,18884,2754,2415,29.61,4.32,14.58,3.79
484,2025-03-27,New Product Launch,Environment Advocates,159952,Environment Advocates,8646,151306,36474,5073,2627,24.11,3.35,13.91,1.74
485,2025-06-10,Brand Awareness,Women 25-34,162497,Women 25-34,10968,151529,39959,17948,9435,26.37,11.84,44.92,6.23
486,2024-08-08,Seasonal Discount,Frequent Buyers 35-50,167452,Frequent Buyers 35-50,14238,153214,38910,5588,5989,25.4,3.65,14.36,3.91
487,2024-08-20,Sustainability Product Launch,Women 25-34,53116,Women 25-34,2941,50175,9337,3366,3223,18.61,6.71,36.05,6.43
488,2024-07-16,Loyalty Program,Frequent Buyers 35-50,159512,Frequent Buyers 35-50,11522,147990,26555,4958,1841,17.94,3.35,18.67,1.24
489,2024-10-17,New Product Launch,Women 25-34,192404,Women 25-34,19046,173358,43304,7936,2492,24.98,4.58,18.33,1.44
490,2024-03-04,Fitness Gear Promo,Young Adults 20-30,149955,Young Adults 20-30,13520,136435,23655,7140,8107,17.34,5.23,30.18,5.94
491,2024-04-27,Loyalty Program,Fitness Enthusiasts 18-40,79884,Fitness Enthusiasts 18-40,4875,75009,20304,2251,3793,27.07,3.0,11.09,5.06
492,2024-06-21,Major Shopping Event,Fitness Enthusiasts 18-40,51667,Fitness Enthusiasts 18-40,2876,48791,7414,4530,399,15.2,9.28,61.1,0.82
493,2025-05-26,School Supplies Promo,Frequent Buyers 35-50,57639,Frequent Buyers 35-50,3273,54366,14359,6187,1193,26.41,11.38,43.09,2.19
494,2025-01-29,Seasonal Discount,Fitness Enthusiasts 18-40,146133,Fitness Enthusiasts 18-40,10664,135469,34339,15253,2084,25.35,11.26,44.42,1.54
495,2024-06-26,Major Shopping Event,Parents 30-50,174004,Parents 30-50,9708,164296,38422,14779,10936,23.39,9.0,38.46,6.66
496,2024-07-21,Clearance Sale,Young Professionals 25-40,153818,Young Professionals 25-40,9133,144685,36607,8149,9942,25.3,5.63,22.26,6.87
497,2025-06-25,Clearance Sale,Seniors 55+,107731,Seniors 55+,6087,101644,21454,6983,5463,21.11,6.87,32.55,5.37
498,2025-03-21,Loyalty Program,Tech Enthusiasts 18-45,123377,Tech Enthusiasts 18-45,11805,111572,19125,12725,3163,17.14,11.41,66.54,2.83
499,2024-04-09,Seasonal Discount,Women 25-34,107944,Women 25-34,9474,98470,20397,6510,812,20.71,6.61,31.92,0.83
500,2025-02-19,Holiday Follow Up,Women 25-34,97099,Women 25-34,6339,90760,26403,2890,1570,29.09,3.19,10.95,1.73
501,2025-05-12,Sustainability Product Launch,Shopaholics 25-44,149107,Shopaholics 25-44,9180,139927,32544,6696,7360,23.26,4.79,20.58,5.26
502,2024-12-19,Holiday Follow Up,Previous Customers,150423,Previous Customers,8942,141481,36232,6138,8336,25.61,4.34,16.94,5.89
503,2024-07-20,Major Shopping Event,Tech Enthusiasts 18-45,88739,Tech Enthusiasts 18-45,6794,81945,14152,3039,2718,17.27,3.71,21.47,3.32
504,2024-04-02,Sustainability Product Launch,Shopaholics 25-44,151447,Shopaholics 25-44,8063,143384,26482,6937,8646,18.47,4.84,26.2,6.03
505,2024-10-29,Holiday Sales Event,Shopaholics 25-44,59676,Shopaholics 25-44,4511,55165,14989,5164,2738,27.17,9.36,34.45,4.96
506,2024-07-13,Sustainability Product Launch,Tech Enthusiasts 18-45,117352,Tech Enthusiasts 18-45,10734,106618,21396,8395,2024,20.07,7.87,39.24,1.9
507,2024-05-03,Fitness Gear Promo,Shopaholics 25-44,69280,Shopaholics 25-44,3612,65668,11943,2186,338,18.19,3.33,18.3,0.52
508,2025-06-07,School Supplies Promo,Fitness Enthusiasts 18-40,134396,Fitness Enthusiasts 18-40,12557,121839,18502,6853,3957,15.19,5.63,37.04,3.25
509,2025-04-11,Holiday Follow Up,Fitness Enthusiasts 18-40,178716,Fitness Enthusiasts 18-40,14971,163745,42792,14881,4819,26.13,9.09,34.78,2.94
510,2024-10-28,Brand Awareness,Young Adults 20-30,159043,Young Adults 20-30,13415,145628,26279,17344,9737,18.05,11.91,66.0,6.69
511,2024-07-16,Loyalty Program,Seniors 55+,124567,Seniors 55+,6295,118272,21856,8339,8058,18.48,7.05,38.15,6.81
512,2025-04-22,Beta Testing Launch,Women 25-34,181155,Women 25-34,16215,164940,29686,6790,8474,18.0,4.12,22.87,5.14
513,2024-10-11,Sustainability Product Launch,Young Adults 20-30,153567,Young Adults 20-30,13225,140342,36366,12234,7999,25.91,8.72,33.64,5.7
514,2024-06-27,Seasonal Discount,Frequent Buyers 35-50,71673,Frequent Buyers 35-50,6076,65597,16076,7826,1225,24.51,11.93,48.68,1.87
515,2024-06-16,Beta Testing Launch,Shopaholics 25-44,71432,Shopaholics 25-44,5136,66296,13196,2368,2698,19.91,3.57,17.94,4.07
516,2024-07-02,Fitness Gear Promo,General Audience,60941,General Audience,5524,55417,11145,4479,2914,20.11,8.08,40.19,5.26
517,2024-05-12,Sustainability Product Launch,Seniors 55+,57310,Seniors 55+,4970,52340,9912,2868,2764,18.94,5.48,28.93,5.28
518,2024-03-21,Holiday Follow Up,Young Professionals 25-40,101206,Young Professionals 25-40,5391,95815,20290,7218,5283,21.18,7.53,35.57,5.51
519,2024-05-16,Clearance Sale,Previous Customers,172172,Previous Customers,11851,160321,34273,13324,9377,21.38,8.31,38.88,5.85
520,2024-10-01,Sustainability Product Launch,General Audience,149676,General Audience,8111,141565,36421,5854,3945,25.73,4.14,16.07,2.79
521,2024-09-14,Loyalty Program,Young Professionals 25-40,132884,Young Professionals 25-40,9666,123218,30736,6236,7224,24.95,5.06,20.29,5.86
522,2025-05-31,Fitness Gear Promo,General Audience,144022,General Audience,14183,129839,34705,14293,8722,26.73,11.01,41.18,6.72
523,2024-05-07,Beta Testing Launch,Tech Enthusiasts 18-45,194415,Tech Enthusiasts 18-45,16786,177629,28060,15761,8592,15.8,8.87,56.17,4.84
524,2024-04-07,Seasonal Discount,Environment Advocates,66869,Environment Advocates,4009,62860,11364,3159,3340,18.08,5.03,27.8,5.31
525,2024-10-29,Holiday Sales Event,Young Adults 20-30,90535,Young Adults 20-30,6332,84203,19895,8143,1163,23.63,9.67,40.93,1.38
526,2024-08-29,Fitness Gear Promo,General Audience,179745,General Audience,10856,168889,34025,5552,4720,20.15,3.29,16.32,2.79
527,2024-08-31,Beta Testing Launch,Frequent Buyers 35-50,77405,Frequent Buyers 35-50,5699,71706,14311,3853,1424,19.96,5.37,26.92,1.99
528,2024-10-16,Seasonal Discount,Women 25-34,101931,Women 25-34,6000,95931,27039,11331,2347,28.19,11.81,41.91,2.45
529,2024-05-01,Seasonal Discount,Frequent Buyers 35-50,60008,Frequent Buyers 35-50,3761,56247,14516,2665,3137,25.81,4.74,18.36,5.58
530,2025-03-17,School Supplies Promo,Shopaholics 25-44,114708,Shopaholics 25-44,8150,106558,24386,8351,4536,22.89,7.84,34.25,4.26
531,2024-05-22,New Product Launch,Parents 30-50,65201,Parents 30-50,4338,60863,12182,2345,3793,20.02,3.85,19.25,6.23
532,2024-11-27,Major Shopping Event,Seniors 55+,147200,Seniors 55+,12488,134712,39567,10300,9273,29.37,7.65,26.03,6.88
533,2025-03-23,Major Shopping Event,Parents 30-50,154705,Parents 30-50,8688,146017,23708,10580,7281,16.24,7.25,44.63,4.99
534,2024-11-27,Holiday Follow Up,Seniors 55+,176557,Seniors 55+,13820,162737,40883,17041,9095,25.12,10.47,41.68,5.59
535,2025-05-25,Clearance Sale,Young Professionals 25-40,96384,Young Professionals 25-40,7776,88608,22871,7739,5528,25.81,8.73,33.84,6.24
536,2024-01-30,Clearance Sale,Fitness Enthusiasts 18-40,181707,Fitness Enthusiasts 18-40,17868,163839,26967,9048,6904,16.46,5.52,33.55,4.21
537,2024-07-31,Loyalty Program,Women 25-34,158816,Women 25-34,13760,145056,42195,4849,6896,29.09,3.34,11.49,4.75
538,2025-04-19,School Supplies Promo,Women 25-34,93637,Women 25-34,7571,86066,14237,2607,3791,16.54,3.03,18.31,4.4
539,2024-11-07,Sustainability Product Launch,Fitness Enthusiasts 18-40,67877,Fitness Enthusiasts 18-40,4751,63126,18453,4768,2939,29.23,7.55,25.84,4.66
540,2024-08-16,Fitness Gear Promo,Previous Customers,73724,Previous Customers,6220,67504,16947,6341,2974,25.11,9.39,37.42,4.41
541,2024-01-31,Beta Testing Launch,Previous Customers,54667,Previous Customers,3983,50684,8413,5669,2072,16.6,11.19,67.38,4.09
542,2024-09-19,Seasonal Discount,General Audience,189405,General Audience,16769,172636,47966,11615,10379,27.78,6.73,24.22,6.01
543,2024-05-19,Seasonal Discount,Fitness Enthusiasts 18-40,64106,Fitness Enthusiasts 18-40,6272,57834,10845,4937,1054,18.75,8.54,45.52,1.82
544,2025-04-15,Holiday Follow Up,General Audience,57686,General Audience,4268,53418,10772,5136,3172,20.17,9.62,47.68,5.94
545,2024-11-15,School Supplies Promo,Fitness Enthusiasts 18-40,62800,Fitness Enthusiasts 18-40,6172,56628,13020,6031,3907,22.99,10.65,46.32,6.9
546,2025-04-12,Loyalty Program,Previous Customers,95148,Previous Customers,7566,87582,17791,7490,1089,20.31,8.55,42.1,1.24
547,2025-02-11,Loyalty Program,Frequent Buyers 35-50,186058,Frequent Buyers 35-50,9559,176499,28040,6251,11470,15.89,3.54,22.29,6.5
548,2024-11-04,Clearance Sale,Fitness Enthusiasts 18-40,194967,Fitness Enthusiasts 18-40,13511,181456,39626,9758,5461,21.84,5.38,24.63,3.01
549,2024-06-25,Major Shopping Event,Shopaholics 25-44,137673,Shopaholics 25-44,13759,123914,32389,12722,6934,26.14,10.27,39.28,5.6
550,2024-07-24,Fitness Gear Promo,Frequent Buyers 35-50,112692,Frequent Buyers 35-50,10414,102278,16105,4200,5903,15.75,4.11,26.08,5.77
551,2024-09-16,Holiday Sales Event,Fitness Enthusiasts 18-40,92900,Fitness Enthusiasts 18-40,5909,86991,20003,5935,2845,22.99,6.82,29.67,3.27
552,2025-05-25,School Supplies Promo,Seniors 55+,111222,Seniors 55+,8477,102745,22203,6398,5198,21.61,6.23,28.82,5.06
553,2025-03-08,New Product Launch,Seniors 55+,150308,Seniors 55+,13933,136375,25959,13921,9319,19.04,10.21,53.63,6.83
554,2024-12-23,Clearance Sale,Environment Advocates,62076,Environment Advocates,6131,55945,9431,6517,710,16.86,11.65,69.1,1.27
555,2025-05-21,Seasonal Discount,Environment Advocates,154776,Environment Advocates,8036,146740,22325,11712,6461,15.21,7.98,52.46,4.4
556,2024-02-21,Sustainability Product Launch,Women 25-34,69643,Women 25-34,4333,65310,10175,7752,2728,15.58,11.87,76.19,4.18
557,2024-08-07,Major Shopping Event,Environment Advocates,168837,Environment Advocates,9680,159157,37651,15791,4419,23.66,9.92,41.94,2.78
558,2024-06-02,Sustainability Product Launch,Women 25-34,68977,Women 25-34,6384,62593,18039,3815,343,28.82,6.1,21.15,0.55
559,2024-07-04,Seasonal Discount,Shopaholics 25-44,63057,Shopaholics 25-44,5749,57308,10400,4972,3374,18.15,8.68,47.81,5.89
560,2025-04-24,Holiday Follow Up,Fitness Enthusiasts 18-40,198430,Fitness Enthusiasts 18-40,18109,180321,42990,15607,7009,23.84,8.66,36.3,3.89
561,2024-09-19,Holiday Follow Up,Young Professionals 25-40,70495,Young Professionals 25-40,4834,65661,11958,3719,1082,18.21,5.67,31.1,1.65
562,2024-12-18,Clearance Sale,Women 25-34,185073,Women 25-34,15488,169585,42751,12393,4688,25.21,7.31,28.99,2.76
563,2024-06-02,Beta Testing Launch,Young Adults 20-30,85546,Young Adults 20-30,7461,78085,15687,3951,2030,20.09,5.06,25.19,2.6
564,2024-12-13,Beta Testing Launch,Seniors 55+,168631,Seniors 55+,14874,153757,35671,15037,1752,23.2,9.78,42.15,1.14
565,2024-10-24,Clearance Sale,Shopaholics 25-44,78195,Shopaholics 25-44,4782,73413,19689,5034,1770,26.82,6.86,25.57,2.41
566,2024-09-22,Sustainability Product Launch,Seniors 55+,146523,Seniors 55+,12341,134182,30882,9742,2774,23.02,7.26,31.55,2.07
567,2025-06-07,Clearance Sale,General Audience,184430,General Audience,12113,172317,25909,17847,2944,15.04,10.36,68.88,1.71
568,2024-11-26,Brand Awareness,Environment Advocates,126455,Environment Advocates,9391,117064,28939,9455,1621,24.72,8.08,32.67,1.38
569,2024-11-17,Sustainability Product Launch,Parents 30-50,65175,Parents 30-50,3933,61242,10911,2924,2897,17.82,4.78,26.8,4.73
570,2024-10-04,Brand Awareness,Tech Enthusiasts 18-45,65552,Tech Enthusiasts 18-45,6338,59214,11041,3518,1538,18.65,5.94,31.86,2.6
571,2024-11-09,Clearance Sale,Tech Enthusiasts 18-45,166664,Tech Enthusiasts 18-45,14714,151950,45495,12012,4510,29.94,7.91,26.4,2.97
572,2025-02-18,Fitness Gear Promo,Women 25-34,114574,Women 25-34,5970,108604,21423,6523,1359,19.73,6.01,30.45,1.25
573,2024-11-08,Holiday Follow Up,Parents 30-50,73568,Parents 30-50,4570,68998,17270,4988,1636,25.03,7.23,28.88,2.37
574,2024-05-18,Beta Testing Launch,Fitness Enthusiasts 18-40,74874,Fitness Enthusiasts 18-40,7297,67577,16003,6567,2150,23.68,9.72,41.04,3.18
575,2025-04-12,Loyalty Program,Parents 30-50,179426,Parents 30-50,14243,165183,37476,17867,3791,22.69,10.82,47.68,2.3
576,2024-12-04,School Supplies Promo,Fitness Enthusiasts 18-40,93714,Fitness Enthusiasts 18-40,7304,86410,19545,3486,5152,22.62,4.03,17.84,5.96
577,2024-08-08,Seasonal Discount,General Audience,118449,General Audience,7155,111294,28579,6244,7150,25.68,5.61,21.85,6.43
